PCOA1	PCOA2	Host	Compartment
-1.4845098625286615	0.5741547206688025	D_undulatum	Brown
-0.26024457079540336	-0.35795130324552876	P_commune	Brown
0.09481980558143764	0.5345282519516686	P_commune	Green
-0.42557591305639053	-1.1289237025911016	P_juniperinum	Brown
0.43115787271777883	0.07890339147822543	P_juniperinum	Green
0.4853336751942351	0.029275780064377716	P_piliferum	Brown
-0.7105976370637302	-0.9054085198799676	P_juniperinum	Brown
0.1879087645407014	-0.11987338505982059	P_juniperinum	Green
0.4624296521417832	0.15876737186374723	P_piliferum	Brown
0.683397590346305	0.33361326783522116	P_piliferum	Green
-0.5839207799562431	-0.9100899403523032	P_juniperinum	Brown
0.19726198706739728	0.2253937562936799	P_juniperinum	Green
0.4105339427977961	-0.010919714492280273	P_piliferum	Brown
0.6615211608738456	0.3773204463912716	P_piliferum	Green
-0.43682039159578173	-0.8564913807988628	P_juniperinum	Brown
0.19093816527133514	-0.02763014421832938	P_juniperinum	Green
0.7526692543540295	0.32089633868415623	P_piliferum	Brown
0.18022463848708328	-0.04019863084939537	P_piliferum	Green
-0.26585688594181983	-0.5465183949787995	P_juniperinum	Brown
0.5270108148373415	0.48638573064518786	P_juniperinum	Green
-0.08322673291079816	-0.7798512293842145	P_piliferum	Brown
0.6850825673987191	0.476604325339579	P_piliferum	Green
-0.5315470460023898	-0.5005971364986059	P_juniperinum	Brown
0.545133020540328	0.49777764725088924	P_juniperinum	Green
-0.23245312121917594	-0.8258319877461349	P_piliferum	Brown
0.6264277773687086	0.5601518784091865	P_piliferum	Green
-0.18539972026175605	-0.39903738858790877	P_juniperinum	Brown
0.4915932741119137	0.32418806913401926	P_juniperinum	Green
-0.1433818583331652	-0.7765177013470551	P_piliferum	Brown
0.6463923820867039	0.3999665942073908	P_piliferum	Green
-0.4753719572902449	-0.7764441953639152	P_juniperinum	Brown
0.5210071724883543	0.45444486060437855	P_juniperinum	Green
-0.4669509067495565	-1.1057602418986068	P_piliferum	Brown
0.683236142615035	0.2775624352417246	P_piliferum	Green
-0.7088448468287584	-0.9286846006653834	P_juniperinum	Brown
0.2966669842684281	0.21693579107607586	P_juniperinum	Green
-0.21286215318618795	-0.9970174571020497	P_piliferum	Brown
0.6430071895823228	0.10775861675187336	P_piliferum	Green
-0.6122532570505336	-0.8779383180828993	P_juniperinum	Brown
0.4589634839380986	0.4609679729553538	P_juniperinum	Green
0.04582916126399346	-0.8187657512218699	P_piliferum	Brown
0.6659879822962924	0.09608322007983158	P_piliferum	Green
-0.0738282168245952	-0.968691881925954	P_juniperinum	Brown
0.023288021403866536	-0.11447577814520489	P_piliferum	Brown
0.8867972596356842	0.6257409004716937	P_piliferum	Green
-0.39988235872530864	-0.6026706378838749	P_commune	Brown
0.18843886338932248	0.5556471127122977	P_commune	Green
-0.5561504848599654	-1.059390857396458	P_juniperinum	Brown
0.21697943801902791	-0.10082036096083295	P_juniperinum	Green
0.2946821837155291	-0.232248647789358	P_piliferum	Brown
0.6201108810239602	0.18527702666630677	P_piliferum	Green
0.17941255610654958	-0.57637172542913	P_juniperinum	Brown
0.6136145051909908	-0.0549689998336236	P_juniperinum	Green
0.5995866689242939	0.28436371670206106	P_piliferum	Brown
0.9069693105207558	0.9337306797417148	P_piliferum	Green
-0.12303920143281252	-0.8320109426389677	P_juniperinum	Brown
0.5289471145801377	-0.05637061998862853	P_juniperinum	Green
0.8027120738828643	1.091578812508684	P_piliferum	Green
-0.083710436890097	-0.3957887437208253	P_juniperinum	Brown
0.5366156559235666	0.030235022990156315	P_juniperinum	Green
-0.3787739600870114	-0.7899718431487748	P_piliferum	Brown
0.5223086560273497	-0.09060852655603835	P_piliferum	Green
0.09138809482822469	-0.33618266344876735	P_juniperinum	Brown
0.5827538855461593	0.17946182552478251	P_juniperinum	Green
-0.19766082267755947	-0.8382011591468339	P_piliferum	Brown
0.5501986176989058	-0.1185305382944639	P_piliferum	Green
0.29596671375644423	-0.1637692369363223	P_juniperinum	Brown
0.7293527713635704	0.27821474856545936	P_juniperinum	Green
-0.020187353798348892	-0.5549030483221997	P_piliferum	Brown
0.5068756351395051	-0.065326388767555	P_piliferum	Green
-0.10687404845066313	-0.8162275364311711	P_juniperinum	Brown
0.6889483554230886	0.13693572326707	P_juniperinum	Green
0.4025980996816082	0.15921672755304692	P_piliferum	Brown
0.8382750056501482	0.4941380886858091	P_piliferum	Green
0.04582569261599858	-0.6205980079984992	P_juniperinum	Brown
0.5026485462374529	-0.019501257213247556	P_juniperinum	Green
-0.10743014283425548	-0.17447348748640087	P_piliferum	Brown
0.770001558839421	0.4101133913631277	P_piliferum	Green
-0.20425710360085192	-0.7416556606506912	P_juniperinum	Brown
0.08989258281966363	-0.026064450872400374	P_piliferum	Brown
0.8712111568734017	0.6249119684898415	P_piliferum	Green
-1.6612839544381497	0.8565179478025303	D_undulatum	Brown
-0.6868320598825465	0.746000393492428	D_undulatum	Green
-0.5034609648383286	-0.818402622505548	P_commune	Brown
0.3495279531716742	0.5095564386692848	P_commune	Green
-0.4249694337057533	-1.119928447141924	P_juniperinum	Brown
0.5882760223419238	0.25364540940352864	P_juniperinum	Green
0.30326572624004716	0.056620715696027966	P_piliferum	Brown
0.7839837858106861	0.3503023222391176	P_piliferum	Green
-1.541418206772734	1.263904760998971	D_undulatum	Brown
-0.7773538559953892	1.0294259110909247	D_undulatum	Green
-0.8536747685739043	-0.8594117473965258	P_commune	Brown
0.16819068551457358	0.2782821502443828	P_commune	Green
-0.8264783337013616	-0.6642414589668711	P_piliferum	Brown
0.16742572197025068	0.5462192609241626	P_piliferum	Green
-1.5684273955577603	1.4429094421982196	D_undulatum	Brown
-0.9046415017904041	1.1439333794961644	D_undulatum	Green
-0.710999347310153	-0.8173796542669237	P_commune	Brown
-0.16447697706363662	-0.055467522776222085	P_commune	Green
-0.6479316200485403	-0.8306595045237208	P_piliferum	Brown
0.28576569502094806	0.24369602579661537	P_piliferum	Green
-1.6137253254270059	1.3388456241978512	D_undulatum	Brown
-0.8079093700072426	1.0853111545766863	D_undulatum	Green
-0.24308143919606606	-0.3815353842322621	P_commune	Brown
0.4798320427659408	0.501995842737326	P_commune	Green
-0.8642333329724166	-0.644554811785947	P_piliferum	Brown
0.04316991834150637	0.0356046264857747	P_piliferum	Green
-0.8014211515024096	1.115639213141086	D_undulatum	Brown
-1.6432852794466568	1.216843412173051	D_undulatum	Green
-0.7702386935510647	-0.4568453142321961	P_commune	Brown
0.029886493422447428	0.27541841120688715	P_commune	Green
0.23160736869173282	-0.6903667824468046	P_juniperinum	Brown
0.7401653497224042	0.04237822380009804	P_juniperinum	Green
0.006575470426659098	-0.08129927563784928	P_piliferum	Brown
0.6950188841571787	0.5267844702466286	P_piliferum	Green
-1.6845090403010063	1.3928948737748137	D_undulatum	Brown
-1.0902592128299107	1.0228063778687022	D_undulatum	Green
-0.6165084729902052	-0.6820354825693208	P_commune	Brown
0.005053649402546392	0.08147071394492976	P_commune	Green
0.08644562736435192	-0.8633626693647403	P_juniperinum	Brown
0.8314521981846115	0.23909727576755457	P_juniperinum	Green
0.04362456699004126	-0.42272188440219644	P_piliferum	Brown
0.7014501480590202	0.55011222931648	P_piliferum	Green
-1.6596537435454504	1.436635557975146	D_undulatum	Brown
-0.6854227603476011	0.9115314387104626	D_undulatum	Green
-0.2373066911415652	-0.2972704227030301	P_commune	Brown
0.16312022581450505	0.29178687333179476	P_commune	Green
0.13947599682563358	-0.7547202027217896	P_juniperinum	Brown
0.7237910967107087	0.022576632395022906	P_juniperinum	Green
0.3561034289098729	0.14376512921915305	P_piliferum	Brown
0.6769722810426048	0.5467188619346224	P_piliferum	Green
