"esp","traitement","substrat","frequence","germ"
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",0
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",0
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",0
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",0
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",0
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",0
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",0
"saboneteiro","S1","S","un",0
"saboneteiro","S1","S","un",0
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",0
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",0
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",0
"saboneteiro","S1","S","un",1
"saboneteiro","S1","S","un",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",0
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",0
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",0
"saboneteiro","S3","S","trois",0
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",0
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",0
"saboneteiro","S3","S","trois",0
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",0
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",0
"saboneteiro","S3","S","trois",0
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",0
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",0
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",0
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",0
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",0
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",0
"saboneteiro","S3","S","trois",0
"saboneteiro","S3","S","trois",0
"saboneteiro","S3","S","trois",0
"saboneteiro","S3","S","trois",0
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",0
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"saboneteiro","S3","S","trois",1
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",0
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",0
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",0
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",0
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",0
"salgueiro","A1","A","un",0
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",0
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",0
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",0
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",0
"salgueiro","A1","A","un",0
"salgueiro","A1","A","un",0
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",0
"salgueiro","A1","A","un",0
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",0
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",0
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",0
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",0
"salgueiro","A1","A","un",0
"salgueiro","A1","A","un",0
"salgueiro","A1","A","un",0
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",0
"salgueiro","A1","A","un",0
"salgueiro","A1","A","un",0
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",0
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",0
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",0
"salgueiro","A1","A","un",0
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",0
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",0
"salgueiro","A1","A","un",0
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",1
"salgueiro","A1","A","un",0
"salgueiro","A1","A","un",1
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",0
"salgueiro","A3","A","trois",0
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",0
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",0
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",0
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",0
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",0
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",0
"salgueiro","A3","A","trois",0
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",0
"salgueiro","A3","A","trois",0
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",0
"salgueiro","A3","A","trois",0
"salgueiro","A3","A","trois",0
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",0
"salgueiro","A3","A","trois",0
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",0
"salgueiro","A3","A","trois",0
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",0
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",0
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",0
"salgueiro","A3","A","trois",0
"salgueiro","A3","A","trois",0
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",0
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",0
"salgueiro","A3","A","trois",0
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",0
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",0
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",0
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",0
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",1
"salgueiro","A3","A","trois",0
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",0
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",0
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",0
"salgueiro","S1","S","un",0
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",0
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",0
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",0
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",0
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",0
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",0
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",0
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",0
"salgueiro","S1","S","un",0
"salgueiro","S1","S","un",0
"salgueiro","S1","S","un",0
"salgueiro","S1","S","un",0
"salgueiro","S1","S","un",0
"salgueiro","S1","S","un",0
"salgueiro","S1","S","un",0
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",0
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",0
"salgueiro","S1","S","un",0
"salgueiro","S1","S","un",0
"salgueiro","S1","S","un",0
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",0
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",0
"salgueiro","S1","S","un",0
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",0
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",0
"salgueiro","S1","S","un",0
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",0
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",0
"salgueiro","S1","S","un",0
"salgueiro","S1","S","un",0
"salgueiro","S1","S","un",0
"salgueiro","S1","S","un",0
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",1
"salgueiro","S1","S","un",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",0
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",0
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",0
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",0
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",0
"salgueiro","S3","S","trois",0
"salgueiro","S3","S","trois",0
"salgueiro","S3","S","trois",0
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",0
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",0
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",0
"salgueiro","S3","S","trois",0
"salgueiro","S3","S","trois",0
"salgueiro","S3","S","trois",0
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",0
"salgueiro","S3","S","trois",0
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",0
"salgueiro","S3","S","trois",0
"salgueiro","S3","S","trois",0
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",0
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",0
"salgueiro","S3","S","trois",0
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",0
"salgueiro","S3","S","trois",0
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",0
"salgueiro","S3","S","trois",0
"salgueiro","S3","S","trois",1
"salgueiro","S3","S","trois",0
"salgueiro","S3","S","trois",0
