"esp","traitement","substrat","frequence","germ"
"calumbi","A1","A","un",0
"calumbi","A1","A","un",0
"calumbi","A1","A","un",1
"calumbi","A1","A","un",0
"calumbi","A1","A","un",1
"calumbi","A1","A","un",1
"calumbi","A1","A","un",1
"calumbi","A1","A","un",1
"calumbi","A1","A","un",0
"calumbi","A1","A","un",1
"calumbi","A1","A","un",0
"calumbi","A1","A","un",1
"calumbi","A1","A","un",1
"calumbi","A1","A","un",1
"calumbi","A1","A","un",1
"calumbi","A1","A","un",0
"calumbi","A1","A","un",1
"calumbi","A1","A","un",0
"calumbi","A1","A","un",1
"calumbi","A1","A","un",0
"calumbi","A1","A","un",0
"calumbi","A1","A","un",0
"calumbi","A1","A","un",1
"calumbi","A1","A","un",0
"calumbi","A1","A","un",1
"calumbi","A1","A","un",0
"calumbi","A1","A","un",1
"calumbi","A1","A","un",1
"calumbi","A1","A","un",1
"calumbi","A1","A","un",0
"calumbi","A1","A","un",1
"calumbi","A1","A","un",0
"calumbi","A1","A","un",1
"calumbi","A1","A","un",1
"calumbi","A1","A","un",0
"calumbi","A1","A","un",0
"calumbi","A1","A","un",1
"calumbi","A1","A","un",1
"calumbi","A1","A","un",1
"calumbi","A1","A","un",1
"calumbi","A1","A","un",0
"calumbi","A1","A","un",1
"calumbi","A1","A","un",0
"calumbi","A1","A","un",1
"calumbi","A1","A","un",0
"calumbi","A1","A","un",0
"calumbi","A1","A","un",0
"calumbi","A1","A","un",1
"calumbi","A1","A","un",0
"calumbi","A1","A","un",1
"calumbi","A1","A","un",0
"calumbi","A1","A","un",0
"calumbi","A1","A","un",0
"calumbi","A1","A","un",0
"calumbi","A1","A","un",0
"calumbi","A1","A","un",0
"calumbi","A1","A","un",0
"calumbi","A1","A","un",0
"calumbi","A1","A","un",0
"calumbi","A1","A","un",1
"calumbi","A1","A","un",0
"calumbi","A1","A","un",0
"calumbi","A1","A","un",0
"calumbi","A1","A","un",0
"calumbi","A1","A","un",0
"calumbi","A1","A","un",0
"calumbi","A1","A","un",1
"calumbi","A1","A","un",0
"calumbi","A1","A","un",1
"calumbi","A1","A","un",0
"calumbi","A1","A","un",0
"calumbi","A1","A","un",0
"calumbi","A1","A","un",0
"calumbi","A1","A","un",0
"calumbi","A1","A","un",0
"calumbi","A1","A","un",0
"calumbi","A1","A","un",0
"calumbi","A1","A","un",1
"calumbi","A1","A","un",1
"calumbi","A1","A","un",0
"calumbi","A1","A","un",0
"calumbi","A1","A","un",0
"calumbi","A1","A","un",0
"calumbi","A1","A","un",0
"calumbi","A1","A","un",0
"calumbi","A1","A","un",0
"calumbi","A1","A","un",0
"calumbi","A1","A","un",0
"calumbi","A1","A","un",1
"calumbi","A1","A","un",1
"calumbi","A1","A","un",0
"calumbi","A1","A","un",0
"calumbi","A1","A","un",0
"calumbi","A1","A","un",0
"calumbi","A1","A","un",0
"calumbi","A1","A","un",0
"calumbi","A1","A","un",0
"calumbi","A1","A","un",0
"calumbi","A1","A","un",0
"calumbi","A1","A","un",1
"calumbi","A3","A","trois",1
"calumbi","A3","A","trois",1
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",1
"calumbi","A3","A","trois",1
"calumbi","A3","A","trois",1
"calumbi","A3","A","trois",1
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",1
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",1
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",1
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",1
"calumbi","A3","A","trois",1
"calumbi","A3","A","trois",1
"calumbi","A3","A","trois",1
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",1
"calumbi","A3","A","trois",1
"calumbi","A3","A","trois",1
"calumbi","A3","A","trois",1
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",1
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",1
"calumbi","A3","A","trois",1
"calumbi","A3","A","trois",1
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",1
"calumbi","A3","A","trois",1
"calumbi","A3","A","trois",1
"calumbi","A3","A","trois",1
"calumbi","A3","A","trois",1
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",1
"calumbi","A3","A","trois",1
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",1
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",1
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",1
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",1
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",1
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",0
"calumbi","A3","A","trois",0
"calumbi","S1","S","un",1
"calumbi","S1","S","un",1
"calumbi","S1","S","un",1
"calumbi","S1","S","un",1
"calumbi","S1","S","un",1
"calumbi","S1","S","un",0
"calumbi","S1","S","un",1
"calumbi","S1","S","un",0
"calumbi","S1","S","un",1
"calumbi","S1","S","un",0
"calumbi","S1","S","un",0
"calumbi","S1","S","un",1
"calumbi","S1","S","un",1
"calumbi","S1","S","un",1
"calumbi","S1","S","un",0
"calumbi","S1","S","un",1
"calumbi","S1","S","un",0
"calumbi","S1","S","un",1
"calumbi","S1","S","un",1
"calumbi","S1","S","un",0
"calumbi","S1","S","un",1
"calumbi","S1","S","un",1
"calumbi","S1","S","un",0
"calumbi","S1","S","un",1
"calumbi","S1","S","un",1
"calumbi","S1","S","un",0
"calumbi","S1","S","un",0
"calumbi","S1","S","un",1
"calumbi","S1","S","un",0
"calumbi","S1","S","un",1
"calumbi","S1","S","un",1
"calumbi","S1","S","un",0
"calumbi","S1","S","un",1
"calumbi","S1","S","un",0
"calumbi","S1","S","un",0
"calumbi","S1","S","un",0
"calumbi","S1","S","un",1
"calumbi","S1","S","un",1
"calumbi","S1","S","un",0
"calumbi","S1","S","un",1
"calumbi","S1","S","un",1
"calumbi","S1","S","un",1
"calumbi","S1","S","un",1
"calumbi","S1","S","un",0
"calumbi","S1","S","un",1
"calumbi","S1","S","un",0
"calumbi","S1","S","un",0
"calumbi","S1","S","un",1
"calumbi","S1","S","un",1
"calumbi","S1","S","un",1
"calumbi","S1","S","un",0
"calumbi","S1","S","un",1
"calumbi","S1","S","un",0
"calumbi","S1","S","un",0
"calumbi","S1","S","un",1
"calumbi","S1","S","un",0
"calumbi","S1","S","un",0
"calumbi","S1","S","un",0
"calumbi","S1","S","un",1
"calumbi","S1","S","un",0
"calumbi","S1","S","un",0
"calumbi","S1","S","un",0
"calumbi","S1","S","un",0
"calumbi","S1","S","un",1
"calumbi","S1","S","un",0
"calumbi","S1","S","un",0
"calumbi","S1","S","un",0
"calumbi","S1","S","un",0
"calumbi","S1","S","un",0
"calumbi","S1","S","un",0
"calumbi","S1","S","un",1
"calumbi","S1","S","un",1
"calumbi","S1","S","un",0
"calumbi","S1","S","un",0
"calumbi","S1","S","un",1
"calumbi","S1","S","un",0
"calumbi","S1","S","un",0
"calumbi","S1","S","un",0
"calumbi","S1","S","un",0
"calumbi","S1","S","un",0
"calumbi","S1","S","un",0
"calumbi","S1","S","un",0
"calumbi","S1","S","un",1
"calumbi","S1","S","un",0
"calumbi","S1","S","un",0
"calumbi","S1","S","un",0
"calumbi","S1","S","un",0
"calumbi","S1","S","un",0
"calumbi","S1","S","un",0
"calumbi","S1","S","un",0
"calumbi","S1","S","un",0
"calumbi","S1","S","un",0
"calumbi","S1","S","un",0
"calumbi","S1","S","un",0
"calumbi","S1","S","un",0
"calumbi","S1","S","un",0
"calumbi","S1","S","un",0
"calumbi","S1","S","un",1
"calumbi","S1","S","un",0
"calumbi","S1","S","un",0
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",1
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",1
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",1
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",1
"calumbi","S3","S","trois",1
"calumbi","S3","S","trois",1
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",1
"calumbi","S3","S","trois",1
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",1
"calumbi","S3","S","trois",1
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",1
"calumbi","S3","S","trois",1
"calumbi","S3","S","trois",1
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",1
"calumbi","S3","S","trois",1
"calumbi","S3","S","trois",1
"calumbi","S3","S","trois",1
"calumbi","S3","S","trois",1
"calumbi","S3","S","trois",1
"calumbi","S3","S","trois",1
"calumbi","S3","S","trois",1
"calumbi","S3","S","trois",1
"calumbi","S3","S","trois",1
"calumbi","S3","S","trois",1
"calumbi","S3","S","trois",1
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",1
"calumbi","S3","S","trois",1
"calumbi","S3","S","trois",1
"calumbi","S3","S","trois",1
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",1
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",1
"calumbi","S3","S","trois",1
"calumbi","S3","S","trois",1
"calumbi","S3","S","trois",1
"calumbi","S3","S","trois",1
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",1
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",1
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",1
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",1
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",1
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",0
"calumbi","S3","S","trois",1
"calumbi","S3","S","trois",1
"calumbi","S3","S","trois",0
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",0
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",0
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",0
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",0
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",0
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",0
"jamerim","A1","A","un",1
"jamerim","A1","A","un",0
"jamerim","A1","A","un",0
"jamerim","A1","A","un",0
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",0
"jamerim","A1","A","un",1
"jamerim","A1","A","un",0
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",1
"jamerim","A1","A","un",0
"jamerim","A1","A","un",1
"jamerim","A1","A","un",0
"jamerim","A1","A","un",0
"jamerim","A1","A","un",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",0
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",0
"jamerim","A3","A","trois",0
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",0
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",0
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",0
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",0
"jamerim","A3","A","trois",0
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",0
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",0
"jamerim","A3","A","trois",0
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",0
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",0
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",0
"jamerim","A3","A","trois",0
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",1
"jamerim","A3","A","trois",0
"jamerim","A3","A","trois",0
"jamerim","A3","A","trois",0
"jamerim","S1","S","un",1
"jamerim","S1","S","un",1
"jamerim","S1","S","un",0
"jamerim","S1","S","un",1
"jamerim","S1","S","un",1
"jamerim","S1","S","un",1
"jamerim","S1","S","un",1
"jamerim","S1","S","un",1
"jamerim","S1","S","un",1
"jamerim","S1","S","un",1
"jamerim","S1","S","un",1
"jamerim","S1","S","un",1
"jamerim","S1","S","un",1
"jamerim","S1","S","un",1
"jamerim","S1","S","un",1
"jamerim","S1","S","un",1
"jamerim","S1","S","un",1
"jamerim","S1","S","un",1
"jamerim","S1","S","un",1
"jamerim","S1","S","un",1
"jamerim","S1","S","un",1
"jamerim","S1","S","un",1
"jamerim","S1","S","un",0
"jamerim","S1","S","un",1
"jamerim","S1","S","un",1
"jamerim","S1","S","un",1
"jamerim","S1","S","un",1
"jamerim","S1","S","un",1
"jamerim","S1","S","un",1
"jamerim","S1","S","un",1
"jamerim","S1","S","un",1
"jamerim","S1","S","un",1
"jamerim","S1","S","un",1
"jamerim","S1","S","un",1
"jamerim","S1","S","un",0
