Sample	Family	Host	Compartment	seq_count
S-24-POLPIL-B	Burkholderiaceae	P_piliferum	Brown	13600
S-24-POLPIL-B	Jatrophihabitantaceae	P_piliferum	Brown	1189
S-24-POLPIL-B	Nostocaceae	P_piliferum	Brown	51212
S-24-POLPIL-B	Solirubrobacteraceae	P_piliferum	Brown	794
S-24-POLPIL-B	Steroidobacteraceae	P_piliferum	Brown	17391
S-24-POLPIL-B	Streptosporangiaceae	P_piliferum	Brown	7068
S-24-POLPIL-G	Acetobacteraceae	P_piliferum	Green	16542
S-24-POLPIL-G	Acidobacteriaceae	P_piliferum	Green	21171
S-24-POLPIL-G	Baltobacteraceae	P_piliferum	Green	2600
S-24-POLPIL-G	Beijerinckiaceae	P_piliferum	Green	5138
S-24-POLPIL-G	Burkholderiaceae	P_piliferum	Green	6826
S-24-POLPIL-G	Jatrophihabitantaceae	P_piliferum	Green	871
S-24-POLPIL-G	Nostocaceae	P_piliferum	Green	14947
S-24-POLPIL-G	Solirubrobacteraceae	P_piliferum	Green	1624
S-24-POLPIL-G	Steroidobacteraceae	P_piliferum	Green	13843
S-24-POLPIL-G	Streptosporangiaceae	P_piliferum	Green	1595
S-25-POLJUN-B	Acetobacteraceae	P_juniperinum	Brown	6757
S-25-POLJUN-B	Acidobacteriaceae	P_juniperinum	Brown	16918
S-25-POLJUN-B	Baltobacteraceae	P_juniperinum	Brown	552
S-25-POLJUN-B	Beijerinckiaceae	P_juniperinum	Brown	6331
S-25-POLJUN-B	Burkholderiaceae	P_juniperinum	Brown	8887
S-25-POLJUN-B	Jatrophihabitantaceae	P_juniperinum	Brown	3757
S-25-POLJUN-B	Nostocaceae	P_juniperinum	Brown	175355
S-25-POLJUN-B	Solirubrobacteraceae	P_juniperinum	Brown	854
S-25-POLJUN-B	Steroidobacteraceae	P_juniperinum	Brown	13756
S-25-POLJUN-B	Streptosporangiaceae	P_juniperinum	Brown	2931
S-25-POLJUN-G	Acetobacteraceae	P_juniperinum	Green	5128
S-25-POLJUN-G	Acidobacteriaceae	P_juniperinum	Green	4333
S-25-POLJUN-G	Baltobacteraceae	P_juniperinum	Green	344
S-25-POLJUN-G	Beijerinckiaceae	P_juniperinum	Green	3790
S-25-POLJUN-G	Burkholderiaceae	P_juniperinum	Green	12459
S-25-POLJUN-G	Jatrophihabitantaceae	P_juniperinum	Green	1223
S-25-POLJUN-G	Nostocaceae	P_juniperinum	Green	27254
S-25-POLJUN-G	Solirubrobacteraceae	P_juniperinum	Green	481
S-25-POLJUN-G	Steroidobacteraceae	P_juniperinum	Green	2463
S-25-POLJUN-G	Streptosporangiaceae	P_juniperinum	Green	177
S-25-POLPIL-B	Acetobacteraceae	P_piliferum	Brown	33689
S-25-POLPIL-B	Acidobacteriaceae	P_piliferum	Brown	81793
S-25-POLPIL-B	Baltobacteraceae	P_piliferum	Brown	1376
S-25-POLPIL-B	Beijerinckiaceae	P_piliferum	Brown	10298
S-25-POLPIL-B	Burkholderiaceae	P_piliferum	Brown	4068
S-25-POLPIL-B	Jatrophihabitantaceae	P_piliferum	Brown	2016
S-25-POLPIL-B	Nostocaceae	P_piliferum	Brown	51642
S-25-POLPIL-B	Solirubrobacteraceae	P_piliferum	Brown	1380
S-25-POLPIL-B	Steroidobacteraceae	P_piliferum	Brown	8494
S-25-POLPIL-B	Streptosporangiaceae	P_piliferum	Brown	5401
S-25-POLPIL-G	Acetobacteraceae	P_piliferum	Green	20323
S-25-POLPIL-G	Acidobacteriaceae	P_piliferum	Green	36043
S-25-POLPIL-G	Baltobacteraceae	P_piliferum	Green	136
S-25-POLPIL-G	Beijerinckiaceae	P_piliferum	Green	6901
S-25-POLPIL-G	Burkholderiaceae	P_piliferum	Green	2312
S-25-POLPIL-G	Jatrophihabitantaceae	P_piliferum	Green	445
S-25-POLPIL-G	Nostocaceae	P_piliferum	Green	3353
S-25-POLPIL-G	Solirubrobacteraceae	P_piliferum	Green	770
S-25-POLPIL-G	Steroidobacteraceae	P_piliferum	Green	8750
S-25-POLPIL-G	Streptosporangiaceae	P_piliferum	Green	406
S-26-POLJUN-B	Acetobacteraceae	P_juniperinum	Brown	8876
S-26-POLJUN-B	Acidobacteriaceae	P_juniperinum	Brown	24939
S-26-POLJUN-B	Baltobacteraceae	P_juniperinum	Brown	494
S-26-POLJUN-B	Beijerinckiaceae	P_juniperinum	Brown	6890
S-26-POLJUN-B	Burkholderiaceae	P_juniperinum	Brown	12055
S-26-POLJUN-B	Jatrophihabitantaceae	P_juniperinum	Brown	2980
S-26-POLJUN-B	Nostocaceae	P_juniperinum	Brown	111475
S-26-POLJUN-B	Solirubrobacteraceae	P_juniperinum	Brown	417
S-26-POLJUN-B	Steroidobacteraceae	P_juniperinum	Brown	10600
S-26-POLJUN-B	Streptosporangiaceae	P_juniperinum	Brown	12456
S-26-POLJUN-G	Acetobacteraceae	P_juniperinum	Green	9478
S-26-POLJUN-G	Acidobacteriaceae	P_juniperinum	Green	7929
S-26-POLJUN-G	Baltobacteraceae	P_juniperinum	Green	450
S-26-POLJUN-G	Beijerinckiaceae	P_juniperinum	Green	6630
S-26-POLJUN-G	Burkholderiaceae	P_juniperinum	Green	18359
S-26-POLJUN-G	Jatrophihabitantaceae	P_juniperinum	Green	4055
S-26-POLJUN-G	Nostocaceae	P_juniperinum	Green	37383
S-26-POLJUN-G	Solirubrobacteraceae	P_juniperinum	Green	495
S-26-POLJUN-G	Steroidobacteraceae	P_juniperinum	Green	4337
S-26-POLJUN-G	Streptosporangiaceae	P_juniperinum	Green	1278
S-26-POLPIL-B	Acetobacteraceae	P_piliferum	Brown	18620
S-26-POLPIL-B	Acidobacteriaceae	P_piliferum	Brown	40437
S-26-POLPIL-B	Baltobacteraceae	P_piliferum	Brown	3960
S-26-POLPIL-B	Beijerinckiaceae	P_piliferum	Brown	6661
S-26-POLPIL-B	Burkholderiaceae	P_piliferum	Brown	4458
S-26-POLPIL-B	Jatrophihabitantaceae	P_piliferum	Brown	1059
S-26-POLPIL-B	Nostocaceae	P_piliferum	Brown	32111
S-26-POLPIL-B	Solirubrobacteraceae	P_piliferum	Brown	779
S-26-POLPIL-B	Steroidobacteraceae	P_piliferum	Brown	7719
S-26-POLPIL-B	Streptosporangiaceae	P_piliferum	Brown	30253
S-26-POLPIL-G	Acetobacteraceae	P_piliferum	Green	18909
S-26-POLPIL-G	Acidobacteriaceae	P_piliferum	Green	32215
S-26-POLPIL-G	Baltobacteraceae	P_piliferum	Green	404
S-26-POLPIL-G	Beijerinckiaceae	P_piliferum	Green	8444
S-26-POLPIL-G	Burkholderiaceae	P_piliferum	Green	2123
S-26-POLPIL-G	Jatrophihabitantaceae	P_piliferum	Green	400
S-26-POLPIL-G	Nostocaceae	P_piliferum	Green	3346
S-26-POLPIL-G	Solirubrobacteraceae	P_piliferum	Green	392
S-26-POLPIL-G	Steroidobacteraceae	P_piliferum	Green	16652
S-26-POLPIL-G	Streptosporangiaceae	P_piliferum	Green	1702
S-27-POLJUN-B	Acetobacteraceae	P_juniperinum	Brown	7523
S-27-POLJUN-B	Acidobacteriaceae	P_juniperinum	Brown	25007
S-27-POLJUN-B	Baltobacteraceae	P_juniperinum	Brown	629
S-27-POLJUN-B	Beijerinckiaceae	P_juniperinum	Brown	4842
S-27-POLJUN-B	Burkholderiaceae	P_juniperinum	Brown	9296
S-27-POLJUN-B	Jatrophihabitantaceae	P_juniperinum	Brown	2045
S-27-POLJUN-B	Nostocaceae	P_juniperinum	Brown	162385
S-27-POLJUN-B	Solirubrobacteraceae	P_juniperinum	Brown	246
S-27-POLJUN-B	Steroidobacteraceae	P_juniperinum	Brown	11370
S-27-POLJUN-B	Streptosporangiaceae	P_juniperinum	Brown	10118
S-27-POLPIL-B	Acetobacteraceae	P_piliferum	Brown	15197
S-27-POLPIL-B	Acidobacteriaceae	P_piliferum	Brown	29792
S-27-POLPIL-B	Baltobacteraceae	P_piliferum	Brown	463
S-27-POLPIL-B	Beijerinckiaceae	P_piliferum	Brown	7325
S-27-POLPIL-B	Burkholderiaceae	P_piliferum	Brown	2330
S-27-POLPIL-B	Jatrophihabitantaceae	P_piliferum	Brown	1303
S-27-POLPIL-B	Nostocaceae	P_piliferum	Brown	29777
S-27-POLPIL-B	Solirubrobacteraceae	P_piliferum	Brown	583
S-27-POLPIL-B	Steroidobacteraceae	P_piliferum	Brown	4908
S-27-POLPIL-B	Streptosporangiaceae	P_piliferum	Brown	12403
S-27-POLPIL-G	Acetobacteraceae	P_piliferum	Green	9921
S-27-POLPIL-G	Acidobacteriaceae	P_piliferum	Green	12746
S-27-POLPIL-G	Baltobacteraceae	P_piliferum	Green	0
S-27-POLPIL-G	Beijerinckiaceae	P_piliferum	Green	4138
S-27-POLPIL-G	Burkholderiaceae	P_piliferum	Green	531
S-27-POLPIL-G	Jatrophihabitantaceae	P_piliferum	Green	355
S-27-POLPIL-G	Nostocaceae	P_piliferum	Green	3321
S-27-POLPIL-G	Solirubrobacteraceae	P_piliferum	Green	229
S-27-POLPIL-G	Steroidobacteraceae	P_piliferum	Green	5156
S-27-POLPIL-G	Streptosporangiaceae	P_piliferum	Green	960
S-3-DICUND-B	Acetobacteraceae	D_undulatum	Brown	673
S-3-DICUND-B	Acidobacteriaceae	D_undulatum	Brown	3228
S-3-DICUND-B	Baltobacteraceae	D_undulatum	Brown	1117
S-3-DICUND-B	Beijerinckiaceae	D_undulatum	Brown	195
S-3-DICUND-B	Burkholderiaceae	D_undulatum	Brown	6963
S-3-DICUND-B	Jatrophihabitantaceae	D_undulatum	Brown	0
S-3-DICUND-B	Nostocaceae	D_undulatum	Brown	102
S-3-DICUND-B	Solirubrobacteraceae	D_undulatum	Brown	7790
S-3-DICUND-B	Steroidobacteraceae	D_undulatum	Brown	3193
S-3-DICUND-B	Streptosporangiaceae	D_undulatum	Brown	14316
S-3-DICUND-G	Acetobacteraceae	D_undulatum	Green	6488
S-3-DICUND-G	Acidobacteriaceae	D_undulatum	Green	27814
S-3-DICUND-G	Baltobacteraceae	D_undulatum	Green	2577
S-3-DICUND-G	Beijerinckiaceae	D_undulatum	Green	2299
S-3-DICUND-G	Burkholderiaceae	D_undulatum	Green	21420
S-3-DICUND-G	Jatrophihabitantaceae	D_undulatum	Green	853
S-3-DICUND-G	Nostocaceae	D_undulatum	Green	30970
S-3-DICUND-G	Solirubrobacteraceae	D_undulatum	Green	50888
S-3-DICUND-G	Steroidobacteraceae	D_undulatum	Green	1620
S-3-DICUND-G	Streptosporangiaceae	D_undulatum	Green	1447
S-3-POLCOM-B	Acetobacteraceae	P_commune	Brown	22024
S-3-POLCOM-B	Acidobacteriaceae	P_commune	Brown	23944
S-3-POLCOM-B	Baltobacteraceae	P_commune	Brown	36040
S-3-POLCOM-B	Beijerinckiaceae	P_commune	Brown	5762
S-3-POLCOM-B	Burkholderiaceae	P_commune	Brown	14812
S-3-POLCOM-B	Jatrophihabitantaceae	P_commune	Brown	414
S-3-POLCOM-B	Nostocaceae	P_commune	Brown	289
S-3-POLCOM-B	Solirubrobacteraceae	P_commune	Brown	2473
S-3-POLCOM-B	Steroidobacteraceae	P_commune	Brown	9023
S-3-POLCOM-B	Streptosporangiaceae	P_commune	Brown	1206
S-3-POLCOM-G	Acetobacteraceae	P_commune	Green	16036
S-3-POLCOM-G	Acidobacteriaceae	P_commune	Green	7903
S-3-POLCOM-G	Baltobacteraceae	P_commune	Green	23593
S-3-POLCOM-G	Beijerinckiaceae	P_commune	Green	8389
S-3-POLCOM-G	Burkholderiaceae	P_commune	Green	3445
S-3-POLCOM-G	Jatrophihabitantaceae	P_commune	Green	372
S-3-POLCOM-G	Nostocaceae	P_commune	Green	0
S-3-POLCOM-G	Solirubrobacteraceae	P_commune	Green	3381
S-3-POLCOM-G	Steroidobacteraceae	P_commune	Green	6106
S-3-POLCOM-G	Streptosporangiaceae	P_commune	Green	70
S-3-POLJUN-B	Acetobacteraceae	P_juniperinum	Brown	11576
S-3-POLJUN-B	Acidobacteriaceae	P_juniperinum	Brown	14564
S-3-POLJUN-B	Baltobacteraceae	P_juniperinum	Brown	1290
S-3-POLJUN-B	Beijerinckiaceae	P_juniperinum	Brown	6572
S-3-POLJUN-B	Burkholderiaceae	P_juniperinum	Brown	10211
S-3-POLJUN-B	Jatrophihabitantaceae	P_juniperinum	Brown	8354
S-3-POLJUN-B	Nostocaceae	P_juniperinum	Brown	1389
S-3-POLJUN-B	Solirubrobacteraceae	P_juniperinum	Brown	453
S-3-POLJUN-B	Steroidobacteraceae	P_juniperinum	Brown	8736
S-3-POLJUN-B	Streptosporangiaceae	P_juniperinum	Brown	90
S-3-POLJUN-G	Acetobacteraceae	P_juniperinum	Green	26009
S-3-POLJUN-G	Acidobacteriaceae	P_juniperinum	Green	8636
S-3-POLJUN-G	Baltobacteraceae	P_juniperinum	Green	5357
S-3-POLJUN-G	Beijerinckiaceae	P_juniperinum	Green	5423
S-3-POLJUN-G	Burkholderiaceae	P_juniperinum	Green	14889
S-3-POLJUN-G	Jatrophihabitantaceae	P_juniperinum	Green	5296
S-3-POLJUN-G	Nostocaceae	P_juniperinum	Green	180
S-3-POLJUN-G	Solirubrobacteraceae	P_juniperinum	Green	299
S-3-POLJUN-G	Steroidobacteraceae	P_juniperinum	Green	15249
S-3-POLJUN-G	Streptosporangiaceae	P_juniperinum	Green	0
S-3-POLPIL-B	Acetobacteraceae	P_piliferum	Brown	20753
S-3-POLPIL-B	Acidobacteriaceae	P_piliferum	Brown	102542
S-3-POLPIL-B	Baltobacteraceae	P_piliferum	Brown	2598
S-3-POLPIL-B	Beijerinckiaceae	P_piliferum	Brown	8570
S-3-POLPIL-B	Burkholderiaceae	P_piliferum	Brown	1963
S-3-POLPIL-B	Jatrophihabitantaceae	P_piliferum	Brown	813
S-3-POLPIL-B	Nostocaceae	P_piliferum	Brown	35750
S-3-POLPIL-B	Solirubrobacteraceae	P_piliferum	Brown	349
S-3-POLPIL-B	Steroidobacteraceae	P_piliferum	Brown	1074
S-3-POLPIL-B	Streptosporangiaceae	P_piliferum	Brown	1402
S-3-POLPIL-G	Acetobacteraceae	P_piliferum	Green	21984
S-3-POLPIL-G	Acidobacteriaceae	P_piliferum	Green	27455
S-3-POLPIL-G	Baltobacteraceae	P_piliferum	Green	362
S-3-POLPIL-G	Beijerinckiaceae	P_piliferum	Green	9352
S-3-POLPIL-G	Burkholderiaceae	P_piliferum	Green	1312
S-3-POLPIL-G	Jatrophihabitantaceae	P_piliferum	Green	609
S-3-POLPIL-G	Nostocaceae	P_piliferum	Green	7036
S-3-POLPIL-G	Solirubrobacteraceae	P_piliferum	Green	1085
S-3-POLPIL-G	Steroidobacteraceae	P_piliferum	Green	3390
S-3-POLPIL-G	Streptosporangiaceae	P_piliferum	Green	81
S-4-DICUND-B	Acetobacteraceae	D_undulatum	Brown	595
S-4-DICUND-B	Acidobacteriaceae	D_undulatum	Brown	1904
S-4-DICUND-B	Baltobacteraceae	D_undulatum	Brown	462
S-4-DICUND-B	Beijerinckiaceae	D_undulatum	Brown	155
S-4-DICUND-B	Burkholderiaceae	D_undulatum	Brown	1309
S-4-DICUND-B	Jatrophihabitantaceae	D_undulatum	Brown	0
S-4-DICUND-B	Nostocaceae	D_undulatum	Brown	398
S-4-DICUND-B	Solirubrobacteraceae	D_undulatum	Brown	1777
S-4-DICUND-B	Steroidobacteraceae	D_undulatum	Brown	11883
S-4-DICUND-B	Streptosporangiaceae	D_undulatum	Brown	10780
S-4-DICUND-G	Acetobacteraceae	D_undulatum	Green	3567
S-4-DICUND-G	Acidobacteriaceae	D_undulatum	Green	16316
S-4-DICUND-G	Baltobacteraceae	D_undulatum	Green	3973
S-4-DICUND-G	Beijerinckiaceae	D_undulatum	Green	1180
S-4-DICUND-G	Burkholderiaceae	D_undulatum	Green	1189
S-4-DICUND-G	Jatrophihabitantaceae	D_undulatum	Green	0
S-4-DICUND-G	Nostocaceae	D_undulatum	Green	19436
S-4-DICUND-G	Solirubrobacteraceae	D_undulatum	Green	26691
S-4-DICUND-G	Steroidobacteraceae	D_undulatum	Green	14561
S-4-DICUND-G	Streptosporangiaceae	D_undulatum	Green	1120
S-4-POLCOM-B	Acetobacteraceae	P_commune	Brown	15071
S-4-POLCOM-B	Acidobacteriaceae	P_commune	Brown	32732
S-4-POLCOM-B	Baltobacteraceae	P_commune	Brown	12609
S-4-POLCOM-B	Beijerinckiaceae	P_commune	Brown	2881
S-4-POLCOM-B	Burkholderiaceae	P_commune	Brown	17638
S-4-POLCOM-B	Jatrophihabitantaceae	P_commune	Brown	119
S-4-POLCOM-B	Nostocaceae	P_commune	Brown	1915
S-4-POLCOM-B	Solirubrobacteraceae	P_commune	Brown	7890
S-4-POLCOM-B	Steroidobacteraceae	P_commune	Brown	18529
S-4-POLCOM-B	Streptosporangiaceae	P_commune	Brown	5245
S-4-POLCOM-G	Acetobacteraceae	P_commune	Green	16058
S-4-POLCOM-G	Acidobacteriaceae	P_commune	Green	11407
S-4-POLCOM-G	Baltobacteraceae	P_commune	Green	26877
S-4-POLCOM-G	Beijerinckiaceae	P_commune	Green	7925
S-4-POLCOM-G	Burkholderiaceae	P_commune	Green	2762
S-4-POLCOM-G	Jatrophihabitantaceae	P_commune	Green	273
S-4-POLCOM-G	Nostocaceae	P_commune	Green	642
S-4-POLCOM-G	Solirubrobacteraceae	P_commune	Green	3619
S-4-POLCOM-G	Steroidobacteraceae	P_commune	Green	7921
S-4-POLCOM-G	Streptosporangiaceae	P_commune	Green	229
S-4-POLPIL-B	Acetobacteraceae	P_piliferum	Brown	16581
S-4-POLPIL-B	Acidobacteriaceae	P_piliferum	Brown	35403
S-4-POLPIL-B	Baltobacteraceae	P_piliferum	Brown	5794
S-4-POLPIL-B	Beijerinckiaceae	P_piliferum	Brown	3864
S-4-POLPIL-B	Burkholderiaceae	P_piliferum	Brown	30911
S-4-POLPIL-B	Jatrophihabitantaceae	P_piliferum	Brown	324
S-4-POLPIL-B	Nostocaceae	P_piliferum	Brown	428
S-4-POLPIL-B	Solirubrobacteraceae	P_piliferum	Brown	1048
S-4-POLPIL-B	Steroidobacteraceae	P_piliferum	Brown	56519
S-4-POLPIL-B	Streptosporangiaceae	P_piliferum	Brown	8530
S-4-POLPIL-G	Acetobacteraceae	P_piliferum	Green	6865
S-4-POLPIL-G	Acidobacteriaceae	P_piliferum	Green	15837
S-4-POLPIL-G	Baltobacteraceae	P_piliferum	Green	2517
S-4-POLPIL-G	Beijerinckiaceae	P_piliferum	Green	7985
S-4-POLPIL-G	Burkholderiaceae	P_piliferum	Green	1729
S-4-POLPIL-G	Jatrophihabitantaceae	P_piliferum	Green	0
S-4-POLPIL-G	Nostocaceae	P_piliferum	Green	0
S-4-POLPIL-G	Solirubrobacteraceae	P_piliferum	Green	524
S-4-POLPIL-G	Steroidobacteraceae	P_piliferum	Green	10448
S-4-POLPIL-G	Streptosporangiaceae	P_piliferum	Green	433
S-5-DICUND-B	Acetobacteraceae	D_undulatum	Brown	787
S-5-DICUND-B	Acidobacteriaceae	D_undulatum	Brown	3050
S-5-DICUND-B	Baltobacteraceae	D_undulatum	Brown	1880
S-5-DICUND-B	Beijerinckiaceae	D_undulatum	Brown	206
S-5-DICUND-B	Burkholderiaceae	D_undulatum	Brown	1465
S-5-DICUND-B	Jatrophihabitantaceae	D_undulatum	Brown	0
S-5-DICUND-B	Nostocaceae	D_undulatum	Brown	949
S-5-DICUND-B	Solirubrobacteraceae	D_undulatum	Brown	22944
S-5-DICUND-B	Steroidobacteraceae	D_undulatum	Brown	19909
S-5-DICUND-B	Streptosporangiaceae	D_undulatum	Brown	12718
S-5-DICUND-G	Acetobacteraceae	D_undulatum	Green	4650
S-5-DICUND-G	Acidobacteriaceae	D_undulatum	Green	24804
S-5-DICUND-G	Baltobacteraceae	D_undulatum	Green	5020
S-5-DICUND-G	Beijerinckiaceae	D_undulatum	Green	1515
S-5-DICUND-G	Burkholderiaceae	D_undulatum	Green	1031
S-5-DICUND-G	Jatrophihabitantaceae	D_undulatum	Green	0
S-5-DICUND-G	Nostocaceae	D_undulatum	Green	24275
S-5-DICUND-G	Solirubrobacteraceae	D_undulatum	Green	44989
S-5-DICUND-G	Steroidobacteraceae	D_undulatum	Green	3947
S-5-DICUND-G	Streptosporangiaceae	D_undulatum	Green	2724
S-5-POLCOM-B	Acetobacteraceae	P_commune	Brown	11069
S-5-POLCOM-B	Acidobacteriaceae	P_commune	Brown	15275
S-5-POLCOM-B	Baltobacteraceae	P_commune	Brown	9739
S-5-POLCOM-B	Beijerinckiaceae	P_commune	Brown	2256
S-5-POLCOM-B	Burkholderiaceae	P_commune	Brown	12588
S-5-POLCOM-B	Jatrophihabitantaceae	P_commune	Brown	0
S-5-POLCOM-B	Nostocaceae	P_commune	Brown	2465
S-5-POLCOM-B	Solirubrobacteraceae	P_commune	Brown	2826
S-5-POLCOM-B	Steroidobacteraceae	P_commune	Brown	16681
S-5-POLCOM-B	Streptosporangiaceae	P_commune	Brown	2733
S-5-POLCOM-G	Acetobacteraceae	P_commune	Green	12505
S-5-POLCOM-G	Acidobacteriaceae	P_commune	Green	9381
S-5-POLCOM-G	Baltobacteraceae	P_commune	Green	24318
S-5-POLCOM-G	Beijerinckiaceae	P_commune	Green	4749
S-5-POLCOM-G	Burkholderiaceae	P_commune	Green	8590
S-5-POLCOM-G	Jatrophihabitantaceae	P_commune	Green	85
S-5-POLCOM-G	Nostocaceae	P_commune	Green	100
S-5-POLCOM-G	Solirubrobacteraceae	P_commune	Green	3747
S-5-POLCOM-G	Steroidobacteraceae	P_commune	Green	6593
S-5-POLCOM-G	Streptosporangiaceae	P_commune	Green	688
S-5-POLPIL-B	Acetobacteraceae	P_piliferum	Brown	13653
S-5-POLPIL-B	Acidobacteriaceae	P_piliferum	Brown	20298
S-5-POLPIL-B	Baltobacteraceae	P_piliferum	Brown	2786
S-5-POLPIL-B	Beijerinckiaceae	P_piliferum	Brown	3577
S-5-POLPIL-B	Burkholderiaceae	P_piliferum	Brown	7168
S-5-POLPIL-B	Jatrophihabitantaceae	P_piliferum	Brown	491
S-5-POLPIL-B	Nostocaceae	P_piliferum	Brown	1944
S-5-POLPIL-B	Solirubrobacteraceae	P_piliferum	Brown	1107
S-5-POLPIL-B	Steroidobacteraceae	P_piliferum	Brown	29342
S-5-POLPIL-B	Streptosporangiaceae	P_piliferum	Brown	3140
S-5-POLPIL-G	Acetobacteraceae	P_piliferum	Green	13714
S-5-POLPIL-G	Acidobacteriaceae	P_piliferum	Green	29329
S-5-POLPIL-G	Baltobacteraceae	P_piliferum	Green	4796
S-5-POLPIL-G	Beijerinckiaceae	P_piliferum	Green	18274
S-5-POLPIL-G	Burkholderiaceae	P_piliferum	Green	3059
S-5-POLPIL-G	Jatrophihabitantaceae	P_piliferum	Green	95
S-5-POLPIL-G	Nostocaceae	P_piliferum	Green	189
S-5-POLPIL-G	Solirubrobacteraceae	P_piliferum	Green	1369
S-5-POLPIL-G	Steroidobacteraceae	P_piliferum	Green	12180
S-5-POLPIL-G	Streptosporangiaceae	P_piliferum	Green	269
S-6-DICUND-B	Acetobacteraceae	D_undulatum	Brown	948
S-6-DICUND-B	Acidobacteriaceae	D_undulatum	Brown	4832
S-6-DICUND-B	Baltobacteraceae	D_undulatum	Brown	1906
S-6-DICUND-B	Beijerinckiaceae	D_undulatum	Brown	323
S-6-DICUND-B	Burkholderiaceae	D_undulatum	Brown	3153
S-6-DICUND-B	Jatrophihabitantaceae	D_undulatum	Brown	0
S-6-DICUND-B	Nostocaceae	D_undulatum	Brown	300
S-6-DICUND-B	Solirubrobacteraceae	D_undulatum	Brown	9055
S-6-DICUND-B	Steroidobacteraceae	D_undulatum	Brown	11404
S-6-DICUND-B	Streptosporangiaceae	D_undulatum	Brown	28842
S-6-DICUND-G	Acetobacteraceae	D_undulatum	Green	6577
S-6-DICUND-G	Acidobacteriaceae	D_undulatum	Green	31807
S-6-DICUND-G	Baltobacteraceae	D_undulatum	Green	3576
S-6-DICUND-G	Beijerinckiaceae	D_undulatum	Green	1833
S-6-DICUND-G	Burkholderiaceae	D_undulatum	Green	1372
S-6-DICUND-G	Jatrophihabitantaceae	D_undulatum	Green	98
S-6-DICUND-G	Nostocaceae	D_undulatum	Green	30663
S-6-DICUND-G	Solirubrobacteraceae	D_undulatum	Green	43771
S-6-DICUND-G	Steroidobacteraceae	D_undulatum	Green	3346
S-6-DICUND-G	Streptosporangiaceae	D_undulatum	Green	961
S-6-POLCOM-B	Acetobacteraceae	P_commune	Brown	35414
S-6-POLCOM-B	Acidobacteriaceae	P_commune	Brown	58021
S-6-POLCOM-B	Baltobacteraceae	P_commune	Brown	26802
S-6-POLCOM-B	Beijerinckiaceae	P_commune	Brown	8410
S-6-POLCOM-B	Burkholderiaceae	P_commune	Brown	6477
S-6-POLCOM-B	Jatrophihabitantaceae	P_commune	Brown	360
S-6-POLCOM-B	Nostocaceae	P_commune	Brown	1468
S-6-POLCOM-B	Solirubrobacteraceae	P_commune	Brown	11642
S-6-POLCOM-B	Steroidobacteraceae	P_commune	Brown	28061
S-6-POLCOM-B	Streptosporangiaceae	P_commune	Brown	4639
S-6-POLCOM-G	Acetobacteraceae	P_commune	Green	36565
S-6-POLCOM-G	Acidobacteriaceae	P_commune	Green	31267
S-6-POLCOM-G	Baltobacteraceae	P_commune	Green	33527
S-6-POLCOM-G	Beijerinckiaceae	P_commune	Green	19126
S-6-POLCOM-G	Burkholderiaceae	P_commune	Green	7211
S-6-POLCOM-G	Jatrophihabitantaceae	P_commune	Green	431
S-6-POLCOM-G	Nostocaceae	P_commune	Green	204
S-6-POLCOM-G	Solirubrobacteraceae	P_commune	Green	5112
S-6-POLCOM-G	Steroidobacteraceae	P_commune	Green	13923
S-6-POLCOM-G	Streptosporangiaceae	P_commune	Green	428
S-6-POLPIL-B	Acetobacteraceae	P_piliferum	Brown	9803
S-6-POLPIL-B	Acidobacteriaceae	P_piliferum	Brown	21396
S-6-POLPIL-B	Baltobacteraceae	P_piliferum	Brown	961
S-6-POLPIL-B	Beijerinckiaceae	P_piliferum	Brown	1603
S-6-POLPIL-B	Burkholderiaceae	P_piliferum	Brown	12540
S-6-POLPIL-B	Jatrophihabitantaceae	P_piliferum	Brown	100
S-6-POLPIL-B	Nostocaceae	P_piliferum	Brown	512
S-6-POLPIL-B	Solirubrobacteraceae	P_piliferum	Brown	472
S-6-POLPIL-B	Steroidobacteraceae	P_piliferum	Brown	28027
S-6-POLPIL-B	Streptosporangiaceae	P_piliferum	Brown	3321
S-6-POLPIL-G	Acetobacteraceae	P_piliferum	Green	11307
S-6-POLPIL-G	Acidobacteriaceae	P_piliferum	Green	35153
S-6-POLPIL-G	Baltobacteraceae	P_piliferum	Green	1561
S-6-POLPIL-G	Beijerinckiaceae	P_piliferum	Green	18887
S-6-POLPIL-G	Burkholderiaceae	P_piliferum	Green	5227
S-6-POLPIL-G	Jatrophihabitantaceae	P_piliferum	Green	132
S-6-POLPIL-G	Nostocaceae	P_piliferum	Green	0
S-6-POLPIL-G	Solirubrobacteraceae	P_piliferum	Green	1156
S-6-POLPIL-G	Steroidobacteraceae	P_piliferum	Green	11623
S-6-POLPIL-G	Streptosporangiaceae	P_piliferum	Green	561
S-7-DICUND-B	Acetobacteraceae	D_undulatum	Brown	2200
S-7-DICUND-B	Acidobacteriaceae	D_undulatum	Brown	14244
S-7-DICUND-B	Baltobacteraceae	D_undulatum	Brown	942
S-7-DICUND-B	Beijerinckiaceae	D_undulatum	Brown	1135
S-7-DICUND-B	Burkholderiaceae	D_undulatum	Brown	1814
S-7-DICUND-B	Jatrophihabitantaceae	D_undulatum	Brown	0
S-7-DICUND-B	Nostocaceae	D_undulatum	Brown	21328
